onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
2.008	1.8	no_response	n/a	1.0	n/a	v	TR
3.814	2.0	1-back	0.0	1.0	0.649	p	TL
5.836	2.0	1-back	0.0	1.0	0.729	z	BL
7.859	2.0	1-back	1.0	1.0	0.609	c	BL
9.882	2.0	1-back	0.0	1.0	0.364	t	TR
11.905	2.0	1-back	0.0	1.0	0.415	l	TL
13.927	2.0	1-back	1.0	1.0	0.606	c	TL
15.95	2.0	1-back	0.0	1.0	0.567	v	BL
17.973	2.0	1-back	0.0	1.0	0.862	n	BR
19.996	2.0	1-back	1.0	1.0	0.835	l	BR
22.018	2.0	1-back	0.0	1.0	0.828	v	TL
24.041	2.0	1-back	0.0	1.0	0.892	c	BR
26.064	2.0	1-back	0.0	1.0	0.899	r	TR
28.087	2.0	1-back	1.0	1.0	0.783	t	TR
30.109	2.0	1-back	0.0	1.0	0.698	n	BL
32.132	2.0	1-back	1.0	1.0	0.786	s	BL
34.155	2.0	1-back	0.0	1.0	0.636	v	TR
36.178	2.0	1-back	0.0	1.0	0.944	p	TL
38.2	2.0	1-back	1.0	1.0	0.858	c	TL
40.223	2.0	1-back	0.0	1.0	0.736	g	TR
42.246	2.0	1-back	1.0	1.0	0.83	z	TR
44.268	2.0	1-back	0.0	1.0	0.688	x	BR
46.291	2.0	1-back	0.0	1.0	0.866	g	BL
48.314	2.0	1-back	0.0	1.0	1.161	l	TL
50.337	2.0	1-back	0.0	1.0	0.925	r	BL
52.359	2.0	1-back	1.0	0.0	0.565	x	BL
54.382	2.0	1-back	0.0	1.0	0.431	f	BR
56.405	2.0	1-back	0.0	1.0	0.654	z	TR
58.428	2.0	1-back	1.0	1.0	0.739	r	TR
60.45	2.0	1-back	0.0	1.0	0.657	f	BL
62.473	2.0	1-back	1.0	1.0	0.977	n	BL
64.496	2.0	1-back	0.0	1.0	0.619	x	TR
66.519	2.0	1-back	1.0	1.0	0.783	t	TR
68.541	2.0	1-back	0.0	1.0	0.436	p	BR
70.564	2.0	1-back	1.0	1.0	0.812	x	BR
72.587	2.0	1-back	0.0	1.0	0.763	t	TL
74.609	2.0	1-back	1.0	1.0	0.554	s	TL
76.632	2.0	1-back	0.0	1.0	0.633	f	BL
78.655	2.0	1-back	0.0	1.0	0.727	l	BR
80.678	2.0	1-back	1.0	1.0	0.653	g	BR
82.7	2.0	1-back	0.0	1.0	0.619	n	TL
84.723	2.0	1-back	0.0	1.0	0.662	s	TR
86.746	2.0	1-back	0.0	1.0	0.846	p	BR
88.769	2.0	1-back	0.0	1.0	0.869	r	TL
90.791	2.0	1-back	1.0	1.0	0.753	s	TL
92.814	2.0	1-back	0.0	1.0	0.652	g	BR
94.837	2.0	1-back	1.0	1.0	0.758	z	BR
96.86	2.0	1-back	0.0	1.0	0.594	f	BL
102.913	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
104.952	2.0	baseline	1.0	1.0	0.342	redcross.bmp	n/a
106.992	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.031	2.0	baseline	1.0	1.0	0.4	n/a	n/a
111.071	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.11	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
115.15	2.0	baseline	1.0	1.0	0.572	n/a	n/a
117.189	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.228	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.268	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.307	2.0	baseline	1.0	1.0	0.431	n/a	n/a
125.347	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
131.38	1.8	no_response	n/a	1.0	n/a	c	BL
133.185	1.8	no_response	n/a	0.0	0.767	p	BR
134.991	2.0	2-back	1.0	0.0	n/a	n	BL
137.013	2.0	2-back	0.0	0.0	n/a	x	TR
139.036	2.0	2-back	0.0	1.0	0.745	g	TL
141.059	2.0	2-back	1.0	1.0	0.763	p	TR
143.082	2.0	2-back	1.0	0.0	0.372	c	TL
145.104	2.0	2-back	0.0	1.0	0.573	x	BL
147.127	2.0	2-back	1.0	1.0	0.906	l	TL
149.15	2.0	2-back	0.0	1.0	0.616	v	TR
151.172	2.0	2-back	0.0	1.0	1.039	g	TR
153.195	2.0	2-back	0.0	0.0	1.089	t	BR
155.218	2.0	2-back	0.0	1.0	0.579	z	BL
157.241	2.0	2-back	1.0	1.0	0.802	n	BR
159.263	2.0	2-back	0.0	1.0	0.695	f	TL
161.286	2.0	2-back	0.0	1.0	0.767	n	TR
163.309	2.0	2-back	1.0	1.0	0.737	t	TL
165.332	2.0	2-back	0.0	1.0	0.733	v	BL
167.354	2.0	2-back	1.0	1.0	0.86	l	TL
169.377	2.0	2-back	0.0	1.0	1.031	r	TL
171.4	2.0	2-back	0.0	1.0	0.981	s	BR
173.423	2.0	2-back	0.0	1.0	0.767	v	BL
175.445	2.0	2-back	1.0	0.0	0.671	n	BR
177.468	2.0	2-back	0.0	1.0	0.696	p	TL
179.491	2.0	2-back	0.0	1.0	0.735	s	TR
181.513	2.0	2-back	0.0	1.0	0.582	g	BR
183.536	2.0	2-back	0.0	1.0	0.868	p	BL
185.559	2.0	2-back	1.0	0.0	0.671	f	BR
187.582	2.0	2-back	0.0	1.0	0.761	r	TR
189.604	2.0	2-back	0.0	1.0	0.783	s	BL
191.627	2.0	2-back	1.0	1.0	0.794	z	TR
193.65	2.0	2-back	1.0	1.0	0.715	x	BL
195.673	2.0	2-back	0.0	1.0	0.64	c	TL
197.695	2.0	2-back	0.0	0.0	n/a	r	TR
199.718	2.0	2-back	0.0	1.0	0.729	v	BR
201.741	2.0	2-back	0.0	0.0	0.715	l	TL
203.764	2.0	2-back	1.0	0.0	0.427	c	BR
205.786	2.0	2-back	0.0	1.0	0.561	s	TR
207.809	2.0	2-back	1.0	0.0	0.72	t	BR
209.832	2.0	2-back	0.0	1.0	0.621	r	BL
211.855	2.0	2-back	0.0	1.0	0.427	f	TL
213.877	2.0	2-back	1.0	0.0	0.682	z	BL
215.9	2.0	2-back	0.0	1.0	0.669	l	TR
217.923	2.0	2-back	0.0	0.0	0.938	x	TL
219.945	2.0	2-back	1.0	0.0	0.581	f	TR
221.968	2.0	2-back	0.0	1.0	0.638	g	BR
223.991	2.0	2-back	0.0	0.0	0.913	t	BL
226.014	2.0	2-back	1.0	1.0	0.804	z	BR
232.067	2.0	baseline	n/a	0.0	0.528	blackcross.bmp	n/a
234.106	2.0	baseline	1.0	1.0	0.284	redcross.bmp	n/a
