onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
170.33	2.0	2-back	1.0	0.0	0.849	z	BR
172.336	2.0	2-back	0.0	0.0	0.7	t	TL
174.342	2.0	2-back	0.0	1.0	0.574	f	BL
176.348	2.0	2-back	1.0	1.0	0.723	t	BR
178.354	2.0	2-back	0.0	1.0	1.075	r	BR
180.36	2.0	2-back	0.0	0.0	n/a	c	TR
182.366	2.0	2-back	1.0	1.0	0.711	r	BL
184.372	2.0	2-back	0.0	1.0	0.315	f	BR
186.378	2.0	2-back	0.0	0.0	0.668	t	TR
188.384	2.0	2-back	1.0	0.0	0.612	f	BL
190.39	2.0	2-back	0.0	1.0	0.628	c	BR
192.396	2.0	2-back	0.0	1.0	0.668	l	BR
194.402	2.0	2-back	0.0	1.0	0.736	n	TR
196.408	2.0	2-back	1.0	1.0	0.379	l	TL
198.414	2.0	2-back	0.0	1.0	0.479	s	BR
200.42	2.0	2-back	0.0	1.0	0.764	g	TR
202.426	2.0	2-back	1.0	0.0	0.792	s	TL
204.432	2.0	2-back	0.0	1.0	0.605	l	BL
206.438	2.0	2-back	0.0	1.0	0.788	r	TR
208.444	2.0	2-back	0.0	1.0	0.866	x	BR
210.45	2.0	2-back	0.0	1.0	0.654	t	TL
212.456	2.0	2-back	1.0	0.0	0.439	x	TR
214.462	2.0	2-back	0.0	1.0	0.609	n	BL
216.468	2.0	2-back	0.0	1.0	0.613	p	BR
218.474	2.0	2-back	1.0	1.0	0.767	n	TR
220.481	2.0	2-back	1.0	0.0	0.444	p	BL
222.487	2.0	2-back	0.0	1.0	0.739	v	BL
224.493	2.0	2-back	0.0	1.0	0.691	l	TL
226.499	2.0	2-back	1.0	1.0	0.699	v	BR
232.535	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.575	2.0	baseline	1.0	1.0	0.347	n/a	n/a
236.614	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.654	2.0	baseline	n/a	0.0	0.646	blackcross.bmp	n/a
240.693	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.732	2.0	baseline	1.0	1.0	0.32	n/a	n/a
244.772	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.811	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.851	2.0	baseline	1.0	1.0	0.492	n/a	n/a
250.89	2.0	baseline	1.0	1.0	0.475	n/a	n/a
252.93	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.969	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
