onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
2.094	1.8	no_response	n/a	1.0	n/a	v	TR
3.893	2.0	1-back	0.0	1.0	0.662	p	TL
5.909	2.0	1-back	0.0	1.0	0.543	z	BL
7.924	2.0	1-back	1.0	1.0	0.615	c	BL
9.94	2.0	1-back	0.0	1.0	0.629	t	TR
11.956	2.0	1-back	0.0	1.0	0.571	l	TL
13.972	2.0	1-back	1.0	1.0	0.418	c	TL
15.987	2.0	1-back	0.0	1.0	0.51	v	BL
18.003	2.0	1-back	0.0	1.0	0.522	n	BR
20.019	2.0	1-back	1.0	1.0	0.51	l	BR
22.034	2.0	1-back	0.0	1.0	0.458	v	TL
24.05	2.0	1-back	0.0	0.0	0.597	c	BR
26.066	2.0	1-back	0.0	1.0	0.637	r	TR
28.082	2.0	1-back	1.0	1.0	0.541	t	TR
30.097	2.0	1-back	0.0	1.0	0.525	n	BL
32.113	2.0	1-back	1.0	1.0	0.446	s	BL
34.129	2.0	1-back	0.0	1.0	0.522	v	TR
36.144	2.0	1-back	0.0	1.0	0.594	p	TL
38.16	2.0	1-back	1.0	1.0	0.519	c	TL
40.176	2.0	1-back	0.0	1.0	0.434	g	TR
42.192	2.0	1-back	1.0	0.0	0.386	z	TR
44.207	2.0	1-back	0.0	1.0	0.54	x	BR
46.223	2.0	1-back	0.0	1.0	0.922	g	BL
48.239	2.0	1-back	0.0	1.0	0.615	l	TL
50.255	2.0	1-back	0.0	0.0	0.727	r	BL
52.27	2.0	1-back	1.0	1.0	0.777	x	BL
54.286	2.0	1-back	0.0	1.0	0.653	f	BR
56.302	2.0	1-back	0.0	1.0	0.968	z	TR
58.317	2.0	1-back	1.0	1.0	0.541	r	TR
60.333	2.0	1-back	0.0	1.0	0.834	f	BL
62.349	2.0	1-back	1.0	1.0	1.021	n	BL
64.365	2.0	1-back	0.0	1.0	0.544	x	TR
66.38	2.0	1-back	1.0	1.0	0.419	t	TR
68.396	2.0	1-back	0.0	1.0	0.705	p	BR
70.412	2.0	1-back	1.0	1.0	0.634	x	BR
72.428	2.0	1-back	0.0	1.0	0.695	t	TL
74.443	2.0	1-back	1.0	1.0	0.713	s	TL
76.459	2.0	1-back	0.0	1.0	0.645	f	BL
78.475	2.0	1-back	0.0	1.0	0.719	l	BR
80.49	2.0	1-back	1.0	1.0	0.483	g	BR
82.506	2.0	1-back	0.0	1.0	0.683	n	TL
84.522	2.0	1-back	0.0	1.0	0.758	s	TR
86.538	2.0	1-back	0.0	1.0	0.77	p	BR
88.553	2.0	1-back	0.0	1.0	0.959	r	TL
90.569	2.0	1-back	1.0	1.0	0.684	s	TL
92.585	2.0	1-back	0.0	1.0	0.673	g	BR
