onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
2.021	1.8	no_response	n/a	0.0	1.016	v	TR
3.82	2.0	1-back	0.0	1.0	1.159	p	TL
5.833	2.0	1-back	0.0	1.0	0.843	z	BL
7.846	2.0	1-back	1.0	1.0	0.602	c	BL
9.858	2.0	1-back	0.0	1.0	0.585	t	TR
11.871	2.0	1-back	0.0	1.0	0.515	l	TL
13.883	2.0	1-back	1.0	0.0	0.671	c	TL
15.896	2.0	1-back	0.0	1.0	0.66	v	BL
17.908	2.0	1-back	0.0	1.0	0.626	n	BR
19.921	2.0	1-back	1.0	1.0	0.577	l	BR
21.933	2.0	1-back	0.0	1.0	0.567	v	TL
23.946	2.0	1-back	0.0	1.0	0.603	c	BR
25.958	2.0	1-back	0.0	1.0	0.74	r	TR
27.971	2.0	1-back	1.0	1.0	0.314	t	TR
29.984	2.0	1-back	0.0	1.0	0.385	n	BL
31.996	2.0	1-back	1.0	1.0	0.598	s	BL
34.009	2.0	1-back	0.0	1.0	0.561	v	TR
36.021	2.0	1-back	0.0	1.0	0.758	p	TL
38.034	2.0	1-back	1.0	1.0	0.673	c	TL
40.046	2.0	1-back	0.0	1.0	0.565	g	TR
42.059	2.0	1-back	1.0	0.0	0.621	z	TR
44.071	2.0	1-back	0.0	1.0	0.863	x	BR
46.084	2.0	1-back	0.0	1.0	0.61	g	BL
48.097	2.0	1-back	0.0	1.0	0.66	l	TL
50.109	2.0	1-back	0.0	1.0	0.712	r	BL
52.122	2.0	1-back	1.0	1.0	0.767	x	BL
54.134	2.0	1-back	0.0	1.0	0.643	f	BR
56.147	2.0	1-back	0.0	1.0	0.872	z	TR
58.159	2.0	1-back	1.0	1.0	0.916	r	TR
60.172	2.0	1-back	0.0	1.0	0.938	f	BL
62.184	2.0	1-back	1.0	1.0	0.753	n	BL
64.197	2.0	1-back	0.0	1.0	0.814	x	TR
66.21	2.0	1-back	1.0	1.0	0.885	t	TR
68.222	2.0	1-back	0.0	1.0	0.593	p	BR
70.235	2.0	1-back	1.0	0.0	0.922	x	BR
72.247	2.0	1-back	0.0	1.0	0.748	t	TL
74.26	2.0	1-back	1.0	0.0	0.818	s	TL
76.272	2.0	1-back	0.0	1.0	0.574	f	BL
78.285	2.0	1-back	0.0	1.0	0.82	l	BR
80.297	2.0	1-back	1.0	1.0	0.77	g	BR
82.31	2.0	1-back	0.0	1.0	0.67	n	TL
84.322	2.0	1-back	0.0	1.0	0.601	s	TR
86.335	2.0	1-back	0.0	1.0	0.897	p	BR
88.348	2.0	1-back	0.0	1.0	1.047	r	TL
90.36	2.0	1-back	1.0	0.0	0.941	s	TL
92.373	2.0	1-back	0.0	1.0	0.728	g	BR
94.385	2.0	1-back	1.0	1.0	0.509	z	BR
96.398	2.0	1-back	0.0	1.0	0.491	f	BL
102.449	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
104.488	2.0	baseline	1.0	1.0	0.364	redcross.bmp	n/a
106.527	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.566	2.0	baseline	1.0	1.0	0.328	n/a	n/a
110.605	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.645	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.684	2.0	baseline	1.0	1.0	0.33	n/a	n/a
116.723	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
