onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
140.829	2.0	1-back	1.0	1.0	0.707	g	TL
142.844	2.0	1-back	0.0	1.0	0.559	z	BR
144.86	2.0	1-back	0.0	1.0	0.978	l	TL
146.876	2.0	1-back	0.0	1.0	0.711	t	BL
148.892	2.0	1-back	1.0	1.0	0.607	t	TR
150.907	2.0	1-back	0.0	1.0	0.413	s	BR
152.923	2.0	1-back	0.0	1.0	0.747	l	TL
154.939	2.0	1-back	0.0	1.0	0.782	x	BR
156.955	2.0	1-back	1.0	1.0	0.778	x	TR
158.97	2.0	1-back	1.0	1.0	0.907	x	TL
160.986	2.0	1-back	0.0	1.0	0.535	s	TR
163.002	2.0	1-back	1.0	1.0	0.842	s	BL
165.017	2.0	1-back	0.0	1.0	0.877	n	TR
167.033	2.0	1-back	0.0	1.0	0.775	r	TL
169.049	2.0	1-back	0.0	0.0	0.732	s	TR
171.065	2.0	1-back	0.0	1.0	0.462	t	BL
173.08	2.0	1-back	1.0	1.0	0.876	t	TR
175.096	2.0	1-back	0.0	1.0	0.928	l	BR
177.112	2.0	1-back	0.0	1.0	0.874	r	BL
179.127	2.0	1-back	0.0	1.0	0.831	f	TL
181.143	2.0	1-back	1.0	1.0	0.784	f	BL
183.159	2.0	1-back	0.0	1.0	0.437	z	BR
185.175	2.0	1-back	1.0	1.0	0.749	z	BL
187.19	2.0	1-back	0.0	1.0	0.65	c	TL
189.206	2.0	1-back	1.0	1.0	0.862	c	TR
191.222	2.0	1-back	0.0	1.0	0.786	p	BR
193.238	2.0	1-back	1.0	1.0	0.62	p	BL
195.253	2.0	1-back	0.0	1.0	0.69	n	TL
197.269	2.0	1-back	1.0	1.0	0.656	n	TR
199.285	2.0	1-back	0.0	1.0	0.609	f	BL
201.3	2.0	1-back	1.0	1.0	0.677	f	BR
203.316	2.0	1-back	0.0	1.0	0.491	l	TL
205.332	2.0	1-back	0.0	1.0	0.907	r	BR
207.348	2.0	1-back	1.0	1.0	0.778	r	TL
209.363	2.0	1-back	0.0	1.0	0.512	z	BR
211.379	2.0	1-back	0.0	1.0	0.839	n	BL
213.395	2.0	1-back	0.0	1.0	0.737	c	TL
215.411	2.0	1-back	1.0	1.0	0.686	c	TR
217.426	2.0	1-back	0.0	1.0	0.592	v	BR
219.442	2.0	1-back	1.0	1.0	0.773	v	TL
221.458	2.0	1-back	0.0	1.0	0.795	x	TR
223.473	2.0	1-back	0.0	1.0	0.893	g	BR
225.489	2.0	1-back	0.0	1.0	0.853	p	BL
227.505	2.0	1-back	0.0	1.0	0.806	g	BR
233.568	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
235.617	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.667	2.0	baseline	1.0	1.0	0.564	redcross.bmp	n/a
239.716	2.0	baseline	1.0	1.0	0.407	redcross.bmp	n/a
241.765	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
243.814	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
245.863	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
247.912	2.0	baseline	1.0	1.0	0.394	redcross.bmp	n/a
249.961	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.01	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.059	2.0	baseline	1.0	1.0	0.324	redcross.bmp	n/a
256.108	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
